Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
OptimusPrimus/dcase2019_task1b,https://github.com/OptimusPrimus/dcase2019_task1b,FALSE,6/12/2019 10:43,[],7,1,3,0,2,Python,7067,0,0,2,0,67,0,0,0
zinengtang/TVLT,https://github.com/zinengtang/TVLT,FALSE,9/28/2022 23:30,"['audio', 'pretraining', 'transformers', 'tvlt', 'vision-and-language', 'textless', 'vision-and-audio']",66,2,5,0,4,Jupyter Notebook,5622,0,0,1,0,25,0,0,0
HumanCompatibleAI/deep-rlsp,https://github.com/HumanCompatibleAI/deep-rlsp,FALSE,3/16/2021 14:55,[],24,7,7,0,1,Python,69260,0,0,1,0,2,0,0,0
Guzpenha/ConvRecProbingBERT,https://github.com/Guzpenha/ConvRecProbingBERT,FALSE,2/17/2020 15:35,[],18,2,6,0,1,Python,49956,3,3,4,0,159,0,0,0
skorch-dev/skorch,https://github.com/skorch-dev/skorch,FALSE,7/18/2017 0:13,"['scikit-learn', 'pytorch', 'machine-learning', 'hacktoberfest']",4771,79,325,11,48,Jupyter Notebook,7890,49,4,27,13,1019,4,0,0
OptimusPrimus/dcase2020_workshop,https://github.com/OptimusPrimus/dcase2020_workshop,FALSE,7/3/2020 9:38,[],8,2,2,0,1,Python,50,0,0,1,0,4,0,0,0
n-gao/pesnet,https://github.com/n-gao/pesnet,FALSE,9/28/2021 6:32,[],11,1,2,0,1,Python,312,0,0,1,0,3,0,0,0
theislab/multicpa,https://github.com/theislab/multicpa,FALSE,7/5/2022 11:04,[],6,2,2,0,1,Python,278,0,0,1,0,4,0,0,0
rstrudel/rlbc,https://github.com/rstrudel/rlbc,FALSE,9/25/2019 12:36,[],44,7,9,0,2,Python,104,2,0,1,0,10,0,0,0
Tviskaron/pogema-baselines,https://github.com/Tviskaron/pogema-baselines,FALSE,3/31/2022 16:06,"['marl', 'pathfinding', 'ppo', 'qmix', 'reinforcement-learning']",7,1,1,0,2,Python,90,0,0,1,0,39,0,0,0
oleksost/LMC,https://github.com/oleksost/LMC,FALSE,10/25/2021 16:21,[],16,1,1,0,1,Jupyter Notebook,1666,0,0,1,0,8,0,0,0
clinplayer/Point2Skeleton,https://github.com/clinplayer/Point2Skeleton,FALSE,11/30/2020 3:05,[],148,6,25,0,1,Python,489,6,0,1,0,21,0,0,0
belinghy/SteppingStone,https://github.com/belinghy/SteppingStone,FALSE,6/27/2019 0:16,"['reinforcement-learning', 'computer-animation', 'locomotion-control', 'computer-graphics']",53,4,9,0,2,Python,123557,1,0,3,0,57,0,0,0
dhlab-epfl/dhSegment,https://github.com/dhlab-epfl/dhSegment,FALSE,7/13/2017 14:08,"['tensorflow', 'segmentation', 'historical-data', 'python3', 'document-processing']",342,30,116,1,7,Python,6179,12,1,5,7,381,0,0,17
poloclub/jpeg-defense,https://github.com/poloclub/jpeg-defense,FALSE,2/5/2018 18:42,"['jpeg-compression', 'deep-learning', 'vaccination', 'paper', 'shield', 'video-demo', 'defense', 'adversarial-machine-learning', 'security', 'tensorflow', 'imagenet-dataset', 'carlini-wagner', 'fgsm', 'i-fgsm', 'deepfool', 'dnn', 'attack', 'intel', 'georgia-tech']",81,33,7,0,6,Python,1837,3,2,5,0,63,0,0,17
khui/copacrr,https://github.com/khui/copacrr,FALSE,8/22/2017 15:16,[],39,8,12,0,2,C,1837,1,0,1,0,33,0,0,0
Natlem/M-HTCN,https://github.com/Natlem/M-HTCN,FALSE,12/4/2020 14:29,[],8,2,3,0,2,Python,1075,1,0,1,0,90,0,0,0
princeton-vl/oasis,https://github.com/princeton-vl/oasis,FALSE,7/28/2020 2:59,[],60,13,5,0,2,MATLAB,18893,4,0,2,0,19,0,0,0
EvilPsyCHo/Deep-Time-Series-Prediction,https://github.com/EvilPsyCHo/Deep-Time-Series-Prediction,FALSE,10/21/2019 6:53,"['attention', 'wavenet', 'seq2seq', 'time-series-forecasting', 'series-prediction', 'regression', 'deep-learning', 'toturial', 'pytorch', 'lstm', 'kaggle', 'bert']",387,13,68,0,1,Python,4782,8,0,2,2,8,0,0,0
maartjeth/sacred-example-pytorch,https://github.com/maartjeth/sacred-example-pytorch,FALSE,10/17/2018 20:52,[],24,3,6,0,1,Python,584,0,0,1,0,10,0,0,0
UNIR-Anonymous/UNIR,https://github.com/UNIR-Anonymous/UNIR,FALSE,12/13/2018 18:29,[],14,0,4,0,1,Python,18,3,0,1,0,2,0,0,0
mansicer/MAIC,https://github.com/mansicer/MAIC,FALSE,2/22/2022 13:49,[],24,1,8,0,1,Python,820,1,0,1,0,4,0,0,0
lzane/SiamFC-tf,https://github.com/lzane/SiamFC-tf,FALSE,6/4/2018 5:23,"['tracking', 'siamese-network', 'real-time', 'siamese-fc', 'tensorflow', 'object-tracking', 'siamese']",22,3,15,0,3,Python,3024,0,0,1,0,26,0,0,0
wandb/examples,https://github.com/wandb/examples,FALSE,1/29/2018 17:53,[],786,20,245,0,47,Jupyter Notebook,161444,2,1,90,0,775,0,0,0
showlab/all-in-one,https://github.com/showlab/all-in-one,FALSE,3/14/2022 13:35,"['codebase', 'pre-training', 'video-language', 'pytorch']",155,4,13,0,1,Python,1605,2,0,1,0,28,0,0,0
yusuke0519/constrastive_predictive_coding,https://github.com/yusuke0519/constrastive_predictive_coding,FALSE,2/20/2019 13:32,[],5,3,0,0,1,Jupyter Notebook,4364,11,11,13,0,69,0,0,0
hahayonghuming/VDACs,https://github.com/hahayonghuming/VDACs,FALSE,7/17/2020 15:32,['multi-agent-reinforcement-learning'],29,1,3,0,1,Python,21768,12,8,9,0,151,0,0,0
Anterotesis/historical-texts,https://github.com/Anterotesis/historical-texts,FALSE,5/12/2016 7:59,[],13,4,6,0,1,Shell,3477848,1,0,2,0,49,0,0,0
theislab/chemCPA,https://github.com/theislab/chemCPA,FALSE,7/6/2021 10:08,[],22,1,3,0,4,Jupyter Notebook,166483,2,0,26,0,154,1,0,0
sigeisler/reliable_gnn_via_robust_aggregation,https://github.com/sigeisler/reliable_gnn_via_robust_aggregation,FALSE,10/27/2020 15:11,"['graph', 'neural-networks', 'adversarial-robustness']",10,3,3,0,1,Python,324305,0,0,1,0,14,0,0,0
dfdazac/mpqe,https://github.com/dfdazac/mpqe,FALSE,3/14/2019 13:11,[],11,4,1,0,2,Python,306,0,0,2,0,113,0,0,0
HumanCompatibleAI/eirli,https://github.com/HumanCompatibleAI/eirli,FALSE,7/8/2020 1:00,"['machine-learning', 'imitation-learning', 'representation-learning', 'pytorch', 'self-supervised-learning']",29,9,3,0,6,Python,102797,6,5,19,0,2353,0,0,0
sally20921/simclr,https://github.com/sally20921/simclr,FALSE,5/12/2020 1:39,[],11,1,10,0,1,Python,321,0,0,1,0,32,0,0,0
valeoai/PCAM,https://github.com/valeoai/PCAM,FALSE,7/30/2021 12:21,[],24,5,5,1,3,Python,974,0,0,1,1,13,0,0,0
abojchevski/sparse_smoothing,https://github.com/abojchevski/sparse_smoothing,FALSE,7/15/2020 18:45,[],28,1,4,0,1,Python,15324,1,1,1,0,8,0,0,0
GoodAI/badger-2020,https://github.com/GoodAI/badger-2020,FALSE,2/25/2020 14:15,[],7,5,1,0,3,Python,325155,1,0,1,0,10,0,0,0
arthurmensch/modl,https://github.com/arthurmensch/modl,FALSE,2/9/2016 10:04,[],124,5,45,2,3,Python,7072,5,3,28,11,401,0,0,8
openai/iaf,https://github.com/openai/iaf,FALSE,6/15/2016 23:46,['paper'],482,153,123,0,4,Python,138,13,2,2,0,21,0,0,0
robocomp/grasping,https://github.com/robocomp/grasping,FALSE,5/10/2020 8:46,[],10,9,4,0,2,Python,73406,0,0,1,0,186,0,0,0
lich14/CDS,https://github.com/lich14/CDS,FALSE,6/4/2021 1:45,"['marl', 'reinforcement-learning']",51,1,13,0,1,Python,1376,1,0,1,0,26,0,0,0
ruizhaogit/maximum_entropy_population_based_training,https://github.com/ruizhaogit/maximum_entropy_population_based_training,FALSE,3/21/2022 3:09,[],11,2,2,0,1,Python,40,2,0,1,0,3,0,0,0
fgnt/sms_wsj,https://github.com/fgnt/sms_wsj,FALSE,10/23/2019 7:47,[],66,8,21,0,9,Python,485,0,0,1,0,416,0,0,0
YivanZhang/lio,https://github.com/YivanZhang/lio,FALSE,10/22/2020 13:51,[],7,1,0,0,1,Jupyter Notebook,4664,0,0,1,0,94,0,0,0
AAbercrombie0492/Sacred_Deep_Learning,https://github.com/AAbercrombie0492/Sacred_Deep_Learning,FALSE,5/7/2017 23:10,[],9,3,2,0,1,Python,1142,0,0,1,0,5,0,0,0
SwapneelM/Protobot,https://github.com/SwapneelM/Protobot,FALSE,10/30/2018 14:06,"['natural-language-processing', 'chatbot', 'machine-comprehension', 'webapp']",5,1,0,0,2,Python,85843,13,13,14,0,16,0,0,0
dhlab-epfl/dhSegment-text,https://github.com/dhlab-epfl/dhSegment-text,FALSE,9/17/2020 12:47,[],11,7,1,2,6,Python,6547,0,0,1,2,423,0,0,0
fepegar/gestures-miccai-2021,https://github.com/fepegar/gestures-miccai-2021,FALSE,7/5/2021 10:07,"['miccai', 'miccai-2021', 'video-understanding', 'video', 'epilepsy', 'cnn', 'classification']",6,2,2,0,1,Python,801,0,0,1,0,6,0,0,0
Georgetown-IR-Lab/emnlp17-depression,https://github.com/Georgetown-IR-Lab/emnlp17-depression,FALSE,9/8/2017 15:15,[],11,4,9,0,1,Python,152,0,0,2,0,4,0,0,4
elbaro/tinder,https://github.com/elbaro/tinder,FALSE,12/16/2017 20:19,"['tinder', 'pytorch']",5,3,0,1,1,Python,5977,1,0,2,1,171,0,0,44
mlvc-lab/AIChallenge_4th_Round1,https://github.com/mlvc-lab/AIChallenge_4th_Round1,FALSE,7/16/2020 6:50,[],23,4,0,0,7,Python,74255,0,0,3,0,91,0,0,0
oxwhirl/treeqn,https://github.com/oxwhirl/treeqn,FALSE,3/8/2018 10:35,"['reinforcement-learning', 'deep-learning', 'deep-reinforcement-learning', 'pytorch', 'openai-gym']",86,10,17,0,3,Python,48,2,1,1,0,8,0,0,0
deepmind/deepmind-research,https://github.com/deepmind/deepmind-research,FALSE,1/15/2019 9:54,[],10973,318,2259,0,67,Jupyter Notebook,94357,139,19,1,0,350,2,0,0
wjh720/QPLEX,https://github.com/wjh720/QPLEX,FALSE,8/16/2020 2:08,[],59,4,22,0,1,Python,585,4,0,1,0,5,0,0,0
pdoublerainbow/bisenet-tensorflow,https://github.com/pdoublerainbow/bisenet-tensorflow,FALSE,5/17/2019 11:17,[],30,2,17,0,1,Python,588866,9,0,1,0,47,0,0,0
nnaisense/MAGE,https://github.com/nnaisense/MAGE,FALSE,4/23/2020 8:20,[],29,7,7,0,2,Python,3196,0,0,1,0,11,0,0,0
jambo6/generalised-signature-method,https://github.com/jambo6/generalised-signature-method,FALSE,6/2/2020 11:53,[],40,3,7,0,3,Python,2484,1,0,1,0,10,0,0,0
pudae/kaggle-understanding-clouds,https://github.com/pudae/kaggle-understanding-clouds,FALSE,11/20/2019 5:54,[],204,5,54,0,1,Python,78,13,4,5,0,17,0,0,0
amyxlu/CPCProt,https://github.com/amyxlu/CPCProt,FALSE,10/8/2020 1:14,[],14,2,6,0,2,Python,112,1,0,1,0,5,0,0,0
fkluger/tnt-battlesnake,https://github.com/fkluger/tnt-battlesnake,FALSE,12/19/2017 15:01,[],9,5,6,1,3,Python,385,13,10,13,2,300,0,0,0
Frankluox/LightningFSL,https://github.com/Frankluox/LightningFSL,FALSE,7/24/2021 15:28,"['machine-learning', 'few-shot-learning', 'image-classification', 'computer-vision', 'pytorch-lightning']",73,3,15,0,1,Python,124,0,0,1,0,109,0,0,0
gasteigerjo/gtn,https://github.com/gasteigerjo/gtn,FALSE,7/11/2021 23:36,"['machine-learning', 'paper', 'graph-neural-network', 'graph-distance']",14,1,3,0,1,Jupyter Notebook,8217,0,0,1,0,8,0,0,0
maximilianigl/rl-msol,https://github.com/maximilianigl/rl-msol,FALSE,6/19/2020 18:33,[],6,2,0,0,1,Python,56,0,0,1,0,10,0,0,0
graphcore/examples,https://github.com/graphcore/examples,FALSE,8/8/2018 7:29,"['machine-learning', 'deep-learning', 'graphcore']",267,51,69,0,13,Python,98023,16,16,18,7,64,0,0,0
david-lindner/idrl,https://github.com/david-lindner/idrl,FALSE,10/26/2021 14:07,[],8,3,1,0,1,Python,729,0,0,1,0,2,0,0,0
NolenChen/3DStructurePoints,https://github.com/NolenChen/3DStructurePoints,FALSE,2/22/2020 11:54,[],68,6,14,0,1,Python,3927,8,2,2,0,26,0,0,9
activatedgeek/understanding-bayesian-classification,https://github.com/activatedgeek/understanding-bayesian-classification,FALSE,3/30/2022 3:14,"['bayesian-inference', 'deep-learning', 'bayesian-neural-networks', 'classification', 'uncertainty-quantification', 'aleatoric-uncertainty', 'machine-learning', 'paper', 'research']",16,1,1,0,1,Jupyter Notebook,23743,0,0,1,0,2,0,0,0
pajotarthur/unsupervised_image_inpaiting,https://github.com/pajotarthur/unsupervised_image_inpaiting,FALSE,4/5/2019 19:09,[],10,1,1,0,3,Python,139,1,0,1,0,69,0,0,0
liyheng/FOP,https://github.com/liyheng/FOP,FALSE,6/28/2021 2:55,[],7,1,5,0,1,Python,85,1,0,1,0,15,0,0,0
gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,FALSE,2/14/2020 12:40,"['paper', 'architecture', 'pretrained-models']",209,4,39,0,1,Python,227858,3,0,1,0,99,0,0,0
fteufel/PyTorch-GRU-D,https://github.com/fteufel/PyTorch-GRU-D,FALSE,12/28/2019 22:23,[],16,3,3,0,1,Python,16,2,0,1,0,10,0,0,0
KuaiReco/ks-constrained-rl-rs,https://github.com/KuaiReco/ks-constrained-rl-rs,FALSE,2/10/2022 10:02,[],5,1,1,0,0,Python,1076,0,0,1,0,4,0,0,0
yi-ming-qian/interplane,https://github.com/yi-ming-qian/interplane,FALSE,4/24/2020 6:01,[],36,7,3,0,2,Python,93481,5,0,1,0,11,0,0,0
ischlag/Fast-Weight-Memory-public,https://github.com/ischlag/Fast-Weight-Memory-public,FALSE,11/16/2020 8:59,[],18,3,5,0,1,Jupyter Notebook,5098,0,0,1,0,8,0,0,0
fabioperez/skin-data-augmentation,https://github.com/fabioperez/skin-data-augmentation,FALSE,8/3/2018 11:21,"['data-augmentation', 'pytorch', 'melanoma', 'deep-learning', 'computer-vision', 'skin-lesion-analysis', 'melanoma-classification']",66,4,17,0,1,Python,3796,2,0,1,0,5,0,0,0
albertogaspar/dts,https://github.com/albertogaspar/dts,FALSE,8/6/2019 9:26,"['deep-learning', 'time-series', 'recurrent-neural-networks', 'temporal-convolutional-network', 'seq2seq', 'lstm', 'gru', 'time-series-forecasting', 'multi-step-ahead-forecasting']",142,7,38,0,1,Python,1395,3,0,1,0,45,0,0,0
shagunsodhani/pregel,https://github.com/shagunsodhani/pregel,FALSE,11/8/2017 20:58,"['graph-convolutional-network', 'tensorflow']",77,5,10,1,2,Python,5446,2,1,4,1,67,0,0,12
arthurmensch/didyprog,https://github.com/arthurmensch/didyprog,FALSE,5/17/2018 14:37,[],64,4,17,0,0,Python,128,8,1,1,0,27,0,0,0
JiwanChung/tapm,https://github.com/JiwanChung/tapm,FALSE,8/2/2019 3:54,[],9,4,4,0,0,Jupyter Notebook,79021,11,10,11,0,6,0,0,0
jeromerony/dml_cross_entropy,https://github.com/jeromerony/dml_cross_entropy,FALSE,3/6/2020 22:12,"['metric-learning', 'deep-learning', 'cross-entropy']",143,6,15,0,1,Python,26,1,0,1,0,6,0,0,0
michaelwand/SacredBrowser,https://github.com/michaelwand/SacredBrowser,FALSE,4/27/2016 15:03,[],15,2,6,0,1,Python,157,1,1,1,0,26,0,0,0
pemami4911/EfficientMORL,https://github.com/pemami4911/EfficientMORL,FALSE,4/9/2021 17:07,"['vae', 'slot-based', 'deep-generative-model', 'vision']",22,2,4,0,1,Python,14450,0,0,1,0,15,0,0,0
johannbrehmer/ginkgo-rl,https://github.com/johannbrehmer/ginkgo-rl,FALSE,7/30/2020 22:01,[],10,1,2,0,2,Jupyter Notebook,1815,1,0,3,0,105,0,0,0
avikj/L4DC-MPC-OCD,https://github.com/avikj/L4DC-MPC-OCD,FALSE,11/20/2020 22:04,[],6,3,6,0,2,Python,89060,1,0,1,0,7,0,0,0
samiragarwala/PlaneFormers,https://github.com/samiragarwala/PlaneFormers,FALSE,7/19/2022 15:26,[],61,5,2,0,1,Jupyter Notebook,110481,0,0,2,0,10,0,0,4
HumanCompatibleAI/better-adversarial-defenses,https://github.com/HumanCompatibleAI/better-adversarial-defenses,FALSE,6/30/2020 15:51,"['reinforcement-learning', 'adversarial-policies', 'adversarial-examples', 'tensorflow2', 'rllib', 'ray', 'gym', 'multiagent-reinforcement-learning', 'population-based-training', 'stable-baselines']",8,5,2,0,1,Python,50183,0,0,2,0,333,0,0,0
GLAMOR-USC/teach_tatc,https://github.com/GLAMOR-USC/teach_tatc,FALSE,2/14/2022 10:10,[],16,3,3,0,2,Jupyter Notebook,1325,2,0,2,0,12,0,0,0
MAS-anony/ASN,https://github.com/MAS-anony/ASN,FALSE,9/24/2019 4:37,[],27,2,7,0,1,Python,685,7,6,7,0,3,0,0,0
dvl-tum/motsynth-baselines,https://github.com/dvl-tum/motsynth-baselines,FALSE,2/22/2022 10:34,"['object-detection', 'multi-object-tracking', 'multi-object-tracking-segmentation', 'synthetic-data']",21,5,7,0,1,Python,1563,3,1,1,0,13,0,0,0
oxwhirl/opiq,https://github.com/oxwhirl/opiq,FALSE,2/13/2020 11:35,[],13,4,2,0,1,Python,53,0,0,1,0,4,0,0,0
maximilianigl/rl-iter,https://github.com/maximilianigl/rl-iter,FALSE,6/7/2020 14:38,[],11,2,1,0,1,Python,131,0,0,1,0,2,0,0,0
cattaneod/CMRNet,https://github.com/cattaneod/CMRNet,FALSE,11/27/2019 8:51,"['deep-learning', 'robotics', 'localization', 'sensor-fusion', 'pytorch', 'point-cloud', 'monocular']",82,4,14,0,1,Python,1248,1,0,2,0,18,0,0,0
UBCMOCCA/SymmetricRL,https://github.com/UBCMOCCA/SymmetricRL,FALSE,7/9/2019 18:13,"['reinforcement-learning', 'locomotion', 'symmetry', 'equivariance', 'computer-graphics']",30,4,8,0,3,Jupyter Notebook,538,3,0,2,0,74,0,0,0
onurgu/joint-ner-and-md-tagger,https://github.com/onurgu/joint-ner-and-md-tagger,FALSE,6/5/2018 21:49,[],17,5,5,0,2,sed,15848,1,0,5,0,176,0,0,0
AlvinWen428/fighting-copycat-agents,https://github.com/AlvinWen428/fighting-copycat-agents,FALSE,10/21/2020 1:13,[],7,1,1,0,1,Python,60024,0,0,1,0,5,0,0,0
amazon-research/indoor-scene-generation-eai,https://github.com/amazon-science/indoor-scene-generation-eai,FALSE,8/27/2021 21:56,[],25,2,4,0,5,Jupyter Notebook,75086,2,0,1,0,60,0,0,0
poke1024/bbz-segment,https://github.com/poke1024/bbz-segment,FALSE,4/17/2020 8:32,"['deep-neural-networks', 'image-segmentation', 'historical-data']",14,4,5,0,1,Python,21869,4,1,1,0,9,0,0,0
Chiaraplizz/ST-TR,https://github.com/Chiaraplizz/ST-TR,FALSE,8/17/2020 10:45,[],204,7,45,0,1,Python,416779,7,0,1,0,120,0,0,0
dvl-tum/mot_neural_solver,https://github.com/dvl-tum/mot_neural_solver,FALSE,3/30/2020 22:20,"['multi-object-tracking', 'graph-neural-networks', 'pytorch']",317,22,66,0,1,Python,3432,17,3,1,0,22,0,0,0
minerllabs/basalt_competition_baseline_submissions,https://github.com/minerllabs/basalt_competition_baseline_submissions,FALSE,6/22/2021 22:28,[],9,4,4,0,4,Python,10055,1,1,5,1,75,0,0,0
jiechuanjiang/eoi_pymarl,https://github.com/jiechuanjiang/eoi_pymarl,FALSE,10/9/2021 4:32,[],16,1,2,0,1,Python,1084,0,0,1,0,28,0,0,0
valeoai/FKAConv,https://github.com/valeoai/FKAConv,FALSE,10/2/2020 12:13,[],36,2,5,1,1,Python,483,1,0,1,1,11,0,0,0
anibali/margipose,https://github.com/anibali/margipose,FALSE,6/8/2018 1:12,"['pose-estimation', 'deep-learning', 'pytorch']",93,6,18,1,2,Python,14291,3,1,4,1,82,0,0,0
showlab/EgoVLP,https://github.com/showlab/EgoVLP,FALSE,5/31/2022 7:20,"['egocentric-vision', 'pretraining', 'pytorch', 'video-language']",98,4,7,0,1,Python,633,4,0,1,0,29,0,0,0
ucla-vision/information-dropout,https://github.com/ucla-vision/information-dropout,FALSE,7/12/2017 20:48,"['machine-learning', 'information-theory', 'representation-learning', 'deep-learning']",36,3,9,0,1,Python,12,2,0,1,0,1,1,0,0
hacktrick-hackathon/hacktrick-hackathon-2022,https://github.com/hacktrick-hackathon/hacktrick-hackathon-2022,FALSE,3/17/2022 16:12,[],9,1,23,0,1,Python,29,0,0,1,0,4,0,0,0
shchur/gnn-benchmark,https://github.com/shchur/gnn-benchmark,FALSE,11/13/2018 12:00,[],325,7,66,0,1,Python,23394,4,0,1,0,2,0,0,0
fgnt/pb_sed,https://github.com/fgnt/pb_sed,FALSE,6/23/2020 9:36,[],38,7,8,0,1,Python,6822,2,0,1,0,28,3,0,0
ANC-PIGlets/the-piglets-book,https://github.com/ANC-PIGlets/the-piglets-book,FALSE,1/13/2016 14:15,[],5,4,1,0,3,,27,0,0,1,0,27,0,0,0
Mastercorp/U-Net-Pytorch-0.4,https://github.com/Mastercorp/U-Net-Pytorch-0.4,FALSE,5/10/2018 17:00,[],14,1,3,0,1,Python,45,0,0,1,0,61,0,0,0
f90/Wave-U-Net,https://github.com/f90/Wave-U-Net,FALSE,4/24/2018 16:48,"['audio-processing', 'deep-learning', 'waveform-analysis', 'mit-license']",632,22,165,0,5,Python,7448,11,4,5,0,57,0,0,0
FingerRec/OA-Transformer,https://github.com/FingerRec/OA-Transformer,FALSE,12/1/2021 2:16,[],50,6,2,0,1,Python,6271,3,1,1,0,8,0,0,0
nadgeri14/KGPool,https://github.com/nadgeri14/KGPool,FALSE,5/7/2021 11:25,"['relation-extraction', 'knowledge-graph', 'graph-neural-networks']",34,6,9,0,1,Python,449,1,0,1,0,4,0,0,0
sharpenb/Differentiable-DAG-Sampling,https://github.com/sharpenb/Differentiable-DAG-Sampling,FALSE,10/4/2021 14:58,[],21,2,4,0,1,C++,2976,1,1,1,0,7,0,0,0
MarcoMorik/Dynamic-Fairness,https://github.com/MarcoMorik/Dynamic-Fairness,FALSE,8/3/2019 23:43,[],73,5,21,0,2,Jupyter Notebook,12755,3,2,4,0,29,0,0,0
automl/labwatch,https://github.com/automl/labwatch,FALSE,5/23/2017 8:57,[],61,7,20,0,6,Python,1168,9,0,1,0,153,0,0,51
darius522/dnr-utils,https://github.com/darius522/dnr-utils,FALSE,10/14/2021 23:09,[],43,6,5,0,1,Python,634,1,0,1,0,24,0,0,0
johannaSommer/generalization-neural-co-solvers,https://github.com/johannaSommer/generalization-neural-co-solvers,FALSE,1/28/2022 12:58,[],6,1,1,0,1,Jupyter Notebook,43391,0,0,1,0,9,0,0,0
ainazHjm/LandslidePrediction,https://github.com/ainazHjm/LandslidePrediction,FALSE,1/22/2019 2:45,[],20,3,10,0,1,Python,23898,12,3,6,0,156,0,0,0
ratschlab/dpsom,https://github.com/ratschlab/dpsom,FALSE,10/4/2019 9:45,[],52,4,15,0,2,Python,599,1,0,1,0,10,0,0,0
pinae/Sacred-MNIST,https://github.com/pinae/Sacred-MNIST,FALSE,8/23/2017 14:17,[],6,2,8,0,1,Jupyter Notebook,24940,5,2,1,0,19,0,0,0
nnaisense/pgpelib,https://github.com/nnaisense/pgpelib,FALSE,9/7/2020 9:20,"['reinforcement-learning', 'artificial-intelligence', 'evolutionary-algorithms', 'evolution-strategies']",53,5,2,0,1,Python,7062,0,0,1,0,1,0,0,0
YongfeiYan/Neural-Document-Modeling,https://github.com/YongfeiYan/Neural-Document-Modeling,FALSE,1/3/2019 7:55,[],62,2,10,0,1,Python,7751,2,0,1,0,5,0,0,0
microsoft/SA-Siam,https://github.com/microsoft/SA-Siam,FALSE,2/2/2019 9:39,[],31,6,18,0,3,Python,42,3,1,5,0,4,0,0,0
navid-naderi/GraphMIX,https://github.com/navid-naderi/GraphMIX,FALSE,2/10/2021 2:37,"['multi-agent-reinforcement-learning', 'graph-neural-networks', 'deep-reinforcement-learning', 'graph-isomorphism-network', 'attention-mechanism']",19,2,5,0,1,Python,45,1,0,1,0,5,0,0,0
Pervasive-AI-Lab/crlmaze,https://github.com/Pervasive-AI-Lab/crlmaze,FALSE,3/25/2019 13:09,"['reinforcement-learning', 'machine-learning', 'deep-learning', 'benchmark', 'non-stationary-environment', 'vizdoom', 'continual-learning']",29,3,4,0,1,Python,10307,1,0,1,0,13,0,0,0
Ricardokevins/Kevinpro-NLP-demo,https://github.com/Ricardokevins/Kevinpro-NLP-demo,FALSE,1/22/2021 16:15,"['bert', 'nlp', 'transformer', 'baseline', 'pytorch', 'natural-language-processing', 'textclassification', 'vae-gan', 'text-classification']",122,1,31,0,1,Python,519924,0,0,1,0,138,0,0,0
StannisZhou/mixed_hmc,https://github.com/StannisZhou/mixed_hmc,FALSE,2/21/2020 4:09,[],10,2,2,0,1,Python,1580,0,0,1,0,11,0,0,0
showlab/DemoVLP,https://github.com/showlab/DemoVLP,FALSE,3/15/2022 8:21,[],17,4,1,0,0,Python,8463,1,0,2,0,6,0,0,0
neptune-ai/examples,https://github.com/neptune-ai/examples,FALSE,2/19/2021 11:23,"['mlops', 'pytorch', 'tensorflow', 'keras', 'optuna', 'fastai', 'lightgbm', 'xgboost', 'kedro', 'sacred', 'pandas', 'visualization', 'dashboard', 'ml', 'compare', 'pipelines', 'ci', 'cd', 'metadata', 'store']",25,10,11,0,11,Jupyter Notebook,15794,1,1,3,0,387,0,0,0
TJU-DRL-LAB/Multiagent-RL,https://github.com/TJU-DRL-LAB/Multiagent-RL,FALSE,1/30/2022 8:33,[],12,5,2,0,5,Python,28973,0,0,1,0,115,0,0,0
Veleslavia/conditioned-u-net,https://github.com/Veleslavia/conditioned-u-net,FALSE,3/16/2020 8:06,[],17,4,3,0,1,Python,45659,0,0,1,0,13,0,0,13
gergely-flamich/relative-entropy-coding,https://github.com/gergely-flamich/relative-entropy-coding,FALSE,1/6/2020 11:47,[],14,3,1,0,2,Jupyter Notebook,3869,0,0,2,0,111,0,0,0
xfgao/DialFRED,https://github.com/xfgao/DialFRED,FALSE,11/12/2021 1:53,[],12,1,2,0,3,Python,10904,1,0,1,0,19,0,0,0
KeyForce/Cascade-RCNN-Tracking,https://github.com/KeyForce/Cascade-RCNN-Tracking,FALSE,6/6/2020 2:21,"['multi-object-tracking', 'multi-pedestrian-tracking', 'tracking-by-detection', 'multiple-object-tracking', 'crowdhuman']",127,9,23,0,1,Python,2328,10,0,1,0,28,0,0,0
oreilly-japan/deep-learning-with-keras-ja,https://github.com/oreilly-japan/deep-learning-with-keras-ja,FALSE,7/2/2018 2:28,[],137,15,77,0,3,Python,36812,22,22,24,0,19,0,0,0
fgnt/paderwasn,https://github.com/fgnt/paderwasn,FALSE,12/14/2020 9:19,[],9,5,3,0,1,Python,7040,0,0,1,0,47,0,0,0
dandelin/ViLT,https://github.com/dandelin/ViLT,FALSE,3/25/2021 4:44,['vision-and-language'],857,13,148,1,2,Python,1443,41,0,1,1,19,2,0,0
Vijay-Yosi/biostack,https://github.com/Vijay-Yosi/biostack,FALSE,7/21/2020 13:15,[],30,0,5,0,2,,5059408,0,0,1,0,285,0,0,0
