Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
basilevh/occlusions-4d,https://github.com/basilevh/occlusions-4d,FALSE,3/29/2022 15:21,"['4d', 'computer-vision', 'cvpr2022', 'machine-learning', 'neural-fields', 'occlusions', 'point-cloud', 'segmentation', 'spatiotemporal', 'tracking', 'video', 'object-permanence', 'deep-learning', 'implicit-representions', 'scene-completion', '3d']",63,11,3,0,1,Python,306740,1,0,1,0,23,0,0,0,,,,,,,,,,,
brjathu/T3DP,https://github.com/brjathu/T3DP,FALSE,12/8/2021 8:30,[],76,4,5,0,1,Python,14061,3,0,1,0,34,0,0,0,,,,,,,,,,,
boostcampaitech2/klue-level2-nlp-14,https://github.com/boostcampaitech2/klue-level2-nlp-14,FALSE,9/27/2021 3:00,[],9,7,5,0,6,Python,3689,1,1,28,0,135,3,0,0,,,,,,,,,,,
khuyentran1401/reproducible-data-science,https://github.com/khuyentran1401/reproducible-data-science,FALSE,3/25/2022 1:33,"['data-science', 'python', 'machine-learning', 'mlops', 'mlops-workflow']",78,3,17,0,1,Jupyter Notebook,4059,3,0,2,0,24,0,0,21,,,,,,,,,,,
PAL-ML/PEARL_v1,https://github.com/PAL-ML/PEARL_v1,FALSE,5/25/2021 16:01,[],28,3,4,0,4,Jupyter Notebook,21519,1,0,1,0,33,0,0,0,,,,,,,,,,,
clvcooke/virtual-fluorescence,https://github.com/clvcooke/virtual-fluorescence,FALSE,10/19/2019 18:09,[],5,2,2,0,1,Python,125,0,0,3,0,67,0,0,0,,,,,,,,,,,
shanglianlm0525/CvPytorch,https://github.com/shanglianlm0525/CvPytorch,FALSE,12/13/2019 3:05,[],122,7,35,0,1,Python,164611,3,1,2,0,1136,0,0,0,,,,,,,,,,,
momozzing/kiosk_bot,https://github.com/momozzing/kiosk_bot,FALSE,6/17/2021 10:42,[],8,1,0,0,2,Python,17150,0,0,1,0,44,0,0,0,,,,,,,,,,,
yangtiming/underwater-industrial-application-yolov5m6,https://github.com/yangtiming/underwater-industrial-application-yolov5m6,FALSE,1/30/2022 18:06,"['underwater', 'jeston', 'mmdetection', 'yolov5', 'detection']",7,1,1,0,1,Python,5818,0,0,1,0,4,0,0,0,,,,,,,,,,,
Thinkin99/yolov5_d435i_detection,https://github.com/Thinkin99/yolov5_d435i_detection,FALSE,2/13/2022 6:14,33,2,10,0,1,Python,16722,2,0,1,0,6,0,0,0,,,,,,,,,,,,
ftbabi/TIE_ECCV2022,https://github.com/ftbabi/TIE_ECCV2022,FALSE,7/7/2022 8:07,[],9,1,0,0,1,Python,194336,0,0,1,0,7,0,0,0,,,,,,,,,,,
Lurunchik/NF-CATS,https://github.com/Lurunchik/NF-CATS,FALSE,5/18/2021 1:16,[],7,2,1,0,2,Python,559,1,0,1,0,18,0,0,0,,,,,,,,,,,
isamu-isozaki/baseline-selfplay,https://github.com/isamu-isozaki/baseline-selfplay,FALSE,11/24/2019 15:44,[],6,1,2,0,2,Python,6221,0,0,3,0,58,0,0,0,,,,,,,,,,,
elvisnava/hyperclip,https://github.com/elvisnava/hyperclip,FALSE,10/11/2022 12:57,[],6,2,3,0,1,Python,1926,1,0,1,0,3,0,0,0,,,,,,,,,,,
DystopiaRobotics/dystopia,https://github.com/DystopiaRobotics/dystopia,FALSE,2/18/2022 22:08,"['deep-learning', 'python', 'terraform', 'plenoxels', 'open-source', 'opensource']",115,4,0,0,3,HCL,255,0,0,2,0,49,0,0,8,,,,,,,,,,,
Visual-Behavior/aloception-oss,https://github.com/Visual-Behavior/aloception-oss,FALSE,9/6/2021 14:54,[],85,2,6,5,11,Jupyter Notebook,48630,41,3,34,5,766,2,0,153,,,,,,,,,,,
jxmorris12/categorical-vae,https://github.com/jxmorris12/categorical-vae,FALSE,9/29/2021 16:53,[],11,1,4,0,1,Jupyter Notebook,264,0,0,1,0,19,0,0,0,,,,,,,,,,,
ethanjperez/rda,https://github.com/ethanjperez/rda,FALSE,2/25/2021 23:56,[],32,1,0,0,1,Python,49420,0,0,1,0,36,0,0,0,,,,,,,,,,,
jac99/Egonn,https://github.com/jac99/Egonn,FALSE,7/30/2021 10:44,"['computer-vision', 'deep-learning', 'point-cloud', 'lidar-point-cloud', 'metric-learning', 'place-recognition', '3d-vision', '3d-convolutional-network', 'minkowski-engine', 'keypoint-detection', '6dof-pose', 'mulran-dataset']",19,3,4,0,2,Python,17252,0,0,1,0,64,0,0,0,,,,,,,,,,,
jayelm/emergent-generalization,https://github.com/jayelm/emergent-generalization,FALSE,6/4/2021 19:43,[],10,2,0,0,1,Python,264,0,0,1,0,7,0,0,0,,,,,,,,,,,
ekapolc/pattern_2022,https://github.com/ekapolc/pattern_2022,FALSE,1/12/2022 8:50,[],38,2,6,0,1,Jupyter Notebook,147366,0,0,1,0,57,0,0,0,,,,,,,,,,,
Meta2ML/CloudMask,https://github.com/Meta2ML/CloudMask,FALSE,5/3/2022 4:04,"['cloud', 'python', 'mask', 'landsat8']",5,1,1,2,2,Python,578,0,0,1,3,79,0,0,0,,,,,,,,,,,
zggg1p/A-Domain-Adaption-Transfer-Learning-Bearing-Fault-Diagnosis-Model-Based-on-Wide-Convolution-Deep-Neu,https://github.com/zggg1p/A-Domain-Adaption-Transfer-Learning-Bearing-Fault-Diagnosis-Model-Based-on-Wide-Convolution-Deep-Neu,FALSE,10/25/2021 2:31,"['deep-learning', 'domain-adaptation', 'fault-detection']",30,1,10,2,1,Python,27,0,0,1,2,11,0,0,0,,,,,,,,,,,
Christmas-Wong/paper_project,https://github.com/Christmas-Wong/paper_project,FALSE,10/10/2021 7:08,[],26,1,5,0,1,Jupyter Notebook,2381,4,0,1,0,10,0,0,0,,,,,,,,,,,
stegben/neural-locality-sensitive-hashing,https://github.com/stegben/neural-locality-sensitive-hashing,FALSE,10/8/2019 6:39,"['approximate-nearest-neighbor-search', 'nearest-neighbor-search']",6,1,4,0,1,Python,321,4,4,5,0,198,0,0,0,,,,,,,,,,,
mmwebster/voxsrc-2020,https://github.com/mmwebster/voxsrc-2020,FALSE,6/19/2020 21:57,"['voxsrc', 'voxceleb', 'voxceleb2', 'gke', 'kubeflow']",8,4,2,0,4,Jupyter Notebook,23530,0,0,3,0,168,0,0,0,,,,,,,,,,,
tianlu-wang/Identifying-and-Mitigating-Spurious-Correlations-for-Improving-Robustness-in-NLP-Models,https://github.com/tianlu-wang/Identifying-and-Mitigating-Spurious-Correlations-for-Improving-Robustness-in-NLP-Models,FALSE,5/3/2022 8:55,[],9,1,0,0,1,Jupyter Notebook,91,0,0,1,0,6,0,0,0,,,,,,,,,,,
yueliukth/CSAW-M,https://github.com/yueliukth/CSAW-M,FALSE,6/8/2021 8:50,[],7,3,0,0,2,Jupyter Notebook,4027,0,0,3,0,90,0,0,0,,,,,,,,,,,
FeliMe/feature-autoencoder,https://github.com/FeliMe/feature-autoencoder,FALSE,12/17/2021 10:04,"['anomaly-detection', 'anomaly-localization', 'brain-mri']",9,2,0,0,1,Python,1358,0,0,2,0,23,0,0,0,,,,,,,,,,,
NahidEbrahimian/Deep-Learning-Mini-Projects-Tensorflow,https://github.com/NahidEbrahimian/Deep-Learning-Mini-Projects-Tensorflow,FALSE,9/11/2021 10:07,"['tensorflow2', 'cnn', 'deep-learning', 'image-classification', 'facerecognition', 'transfer-learning', 'dcgan', 'dcgan-tensorflow']",13,1,0,0,1,Jupyter Notebook,34561,0,0,1,0,74,0,0,0,,,,,,,,,,,
Nioolek/PPYOLOE_pytorch,https://github.com/Nioolek/PPYOLOE_pytorch,FALSE,4/15/2022 8:48,[],118,4,15,0,1,Python,2938,11,0,1,0,11,0,0,0,,,,,,,,,,,
UCSC-VLAA/Image-Pretraining-for-Video,https://github.com/UCSC-VLAA/Image-Pretraining-for-Video,FALSE,5/2/2022 5:04,"['3d-convolutional-network', 'action-recognition', 'image-classification', 'video-understanding', 'eccv2022']",14,0,0,0,2,Python,1252,0,0,1,0,25,0,0,0,,,,,,,,,,,
matejgrcic/DenseFlow,https://github.com/matejgrcic/DenseFlow,FALSE,7/23/2021 7:46,[],32,3,9,0,1,Python,1859,1,0,1,0,12,0,0,0,,,,,,,,,,,
iesl/grinch,https://github.com/iesl/grinch,FALSE,5/18/2019 4:58,[],21,13,3,0,1,Python,479,2,1,2,0,73,0,0,0,,,,,,,,,,,
MinghuiChen43/CIL-ReID,https://github.com/MinghuiChen43/CIL-ReID,FALSE,8/26/2021 5:43,"['reidentification', 'robustness', 'corruption']",71,4,16,0,2,Python,11122,4,0,3,0,79,0,0,0,,,,,,,,,,,
jungokasai/beam_with_patience,https://github.com/jungokasai/beam_with_patience,FALSE,3/23/2022 5:59,[],41,3,2,0,1,Python,88001,0,0,1,0,7,0,0,0,,,,,,,,,,,
Aleph-Alpha/magma,https://github.com/Aleph-Alpha/magma,FALSE,12/14/2021 12:46,[],308,9,28,0,3,Python,1893,0,0,1,0,33,0,0,0,,,,,,,,,,,
AI4Finance-Foundation/RLSolver,https://github.com/AI4Finance-Foundation/RLSolver,FALSE,5/27/2022 16:44,"['gpu-acceleration', 'learning', 'massively-parallel', 'optimization', 'reinforcement', 'solver']",22,3,1,0,3,Python,1010,0,0,1,0,307,0,0,0,,,,,,,,,,,
columbia-ai-robotics/irp,https://github.com/columbia-ai-robotics/irp,FALSE,4/18/2022 0:05,[],18,3,0,0,1,Python,9616,0,0,2,0,5,0,0,0,,,,,,,,,,,
oriyor/turning_tables,https://github.com/oriyor/turning_tables,FALSE,7/12/2021 13:00,[],18,3,0,0,1,Python,517,0,0,1,0,3,0,0,0,,,,,,,,,,,
cvlab-stonybrook/Target-absent-Human-Attention,https://github.com/cvlab-stonybrook/Target-absent-Human-Attention,FALSE,7/18/2022 2:14,[],6,4,0,0,1,Python,130,0,0,1,0,26,0,0,0,,,,,,,,,,,
ryoungj/optdom,https://github.com/ryoungj/optdom,FALSE,6/22/2021 14:11,"['python', 'self-supervised-learning', 'domain-generalization', 'distribution-shift', 'representation-learning', 'pytorch', 'machine-learning']",18,2,1,0,1,Python,15721,0,0,1,0,5,0,0,0,,,,,,,,,,,
AtharvBhat/Plus-Ultra,https://github.com/AtharvBhat/Plus-Ultra,FALSE,6/23/2020 14:50,"['deeplearning', 'anime', 'image-super-resolution', 'pytorch', 'super-resolution']",18,2,2,1,1,Python,254512,0,0,2,1,47,0,0,0,,,,,,,,,,,
SajjadAemmi/PyTorch-CNN-Examples,https://github.com/SajjadAemmi/PyTorch-CNN-Examples,FALSE,12/31/2021 15:11,[],13,1,2,0,1,Jupyter Notebook,15,0,0,1,0,7,0,0,0,,,,,,,,,,,
duclong1009/OCR-deepLearning,https://github.com/duclong1009/OCR-deepLearning,FALSE,1/13/2022 16:59,[],4,1,0,0,2,Jupyter Notebook,243464,0,0,1,0,17,0,0,0,,,,,,,,,,,
yyliu01/TraCoCo,https://github.com/yyliu01/TraCoCo,FALSE,3/28/2022 4:08,[],22,1,1,0,1,Python,124,0,0,1,0,28,0,0,0,,,,,,,,,,,
StefanoBerti/Calliope,https://github.com/StefanoBerti/Calliope,FALSE,12/2/2020 15:22,[],8,1,0,0,1,Python,1653,0,0,4,0,96,0,0,0,,,,,,,,,,,
aangelopoulos/im2im-uq,https://github.com/aangelopoulos/im2im-uq,FALSE,5/30/2021 19:21,"['unet', 'uncertainty', 'uncertainty-quantification', 'uncertainty-estimation', 'quantile-regression', 'image-to-image-translation', 'biomedical-image-processing', 'biomedical-data-science', 'computational-biology', 'computational-imaging', 'mri', 'machine-learning', 'microscopy', 'pytorch']",19,4,4,0,2,Python,5491,0,0,1,0,150,0,0,0,,,,,,,,,,,
NirantK/Hinglish,https://github.com/NirantK/Hinglish,FALSE,12/5/2019 15:23,"['natural-language-processing', 'text-classification', 'sentiment-analysis', 'text-mining']",20,2,7,1,2,Jupyter Notebook,55674,6,2,17,1,103,0,0,4,,,,,,,,,,,
windsuzu/Joint-Semantic-Phonetic-Embedding,https://github.com/windsuzu/Joint-Semantic-Phonetic-Embedding,FALSE,7/22/2020 1:55,"['nmt', 'pytorch', 'pytorch-lightning', 'wandb', 'rnn-pytorch', 'embeddings', 'phonetics', 'neural-machine-translation', 'transformer', 'seq2seq', 'translation', 'machine-translation', 'huggingface-tokenizers', 'jieba', 'janome', 'gensim', 'word2vec']",10,1,2,0,1,Jupyter Notebook,28979,0,0,1,0,65,0,0,0,,,,,,,,,,,
bigai-research/VLGAE,https://github.com/bigai-research/VLGAE,FALSE,3/21/2022 6:19,[],16,5,3,0,1,Python,3633,0,0,1,0,3,0,0,0,,,,,,,,,,,
rvandeghen/SST,https://github.com/rvandeghen/SST,FALSE,4/12/2022 10:37,[],10,1,1,0,1,Python,1735,0,0,1,0,13,0,0,0,,,,,,,,,,,
gallego-posada/eman,https://github.com/gallego-posada/eman,FALSE,5/20/2022 0:46,[],14,2,0,0,1,Python,63,0,0,1,0,3,0,0,0,,,,,,,,,,,
baldassarreFe/graphqa,https://github.com/baldassarreFe/graphqa,FALSE,5/13/2019 14:36,[],23,1,8,0,1,Python,164434,5,1,1,2,168,0,0,0,,,,,,,,,,,
liangjiandeng/DLPan-Toolbox,https://github.com/liangjiandeng/DLPan-Toolbox,FALSE,7/1/2022 12:45,[],24,2,5,0,2,Python,85593,2,0,1,0,165,0,0,0,,,,,,,,,,,
chrysanthemum-boy/YOLOv5,https://github.com/chrysanthemum-boy/YOLOv5,FALSE,7/31/2021 16:44,[],6,1,2,0,1,Python,239213,0,0,1,0,11,0,0,0,,,,,,,,,,,
Prograf-UFF/ConformalLayers,https://github.com/Prograf-UFF/ConformalLayers,FALSE,8/5/2020 13:04,"['deep-learning', 'neural-networks', 'convolutional-neural-networks', 'pytorch']",5,2,1,3,2,Python,59808,0,0,1,3,111,0,0,0,,,,,,,,,,,
chenanga/qt5_yolov3,https://github.com/chenanga/qt5_yolov3,FALSE,11/22/2021 3:38,[],5,1,1,0,1,Jupyter Notebook,2780,0,0,1,0,6,0,0,0,,,,,,,,,,,
marlbenchmark/off-policy,https://github.com/marlbenchmark/off-policy,FALSE,7/30/2021 1:32,[],155,2,30,0,3,Python,12946,7,0,1,0,102,0,0,0,,,,,,,,,,,
ruijie-wang-uzh/geometric_gnns,https://github.com/ruijie-wang-uzh/geometric_gnns,FALSE,6/18/2021 18:50,"['pytorch', 'pytorch-geometric', 'link-prediction', 'knowledge-graph', 'rgcn', 'compgcn', 'gcn', 'graph-convolutional-networks', 'graph-neural-networks', 'gpu']",9,1,1,0,1,Python,175852,1,0,1,0,56,8,0,0,,,,,,,,,,,
sayakpaul/Supervised-Contrastive-Learning-in-TensorFlow-2,https://github.com/sayakpaul/Supervised-Contrastive-Learning-in-TensorFlow-2,FALSE,5/20/2020 7:02,"['contrastive-learning', 'representation-learning', 'deep-learning', 'computer-vision', 'tensorflow', 'keras', 'supervised-contrastive-learning']",114,9,20,1,2,Jupyter Notebook,6313,0,0,1,1,40,0,0,0,,,,,,,,,,,
MehradAria/QDL-CMFD,https://github.com/MehradAria/QDL-CMFD,FALSE,3/15/2021 18:20,"['copy-move-image-forgery-detection', 'deep-learning', 'generative-adversarial-network', 'cnn', 'tensorflow', 'copy-move']",6,1,1,0,1,Python,118607,1,0,1,0,14,0,0,0,,,,,,,,,,,
rong-dai/DisPFL,https://github.com/rong-dai/DisPFL,FALSE,5/26/2022 13:00,[],17,2,5,0,1,Python,1355,0,0,1,0,4,0,0,0,,,,,,,,,,,
HelmholtzAI-Consultants-Munich/Quicksetup-ai,https://github.com/HelmholtzAI-Consultants-Munich/Quicksetup-ai,FALSE,3/15/2022 10:43,[],16,0,1,1,3,Python,26542,0,0,3,1,100,0,0,0,,,,,,,,,,,
unbiarirang/Prompt-Injection,https://github.com/unbiarirang/Prompt-Injection,FALSE,5/30/2022 6:08,[],18,3,0,0,1,Python,499,0,0,1,0,6,0,0,0,,,,,,,,,,,
NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,FALSE,5/2/2018 17:04,[],9423,273,2546,0,88,Python,100522,177,30,6,0,1296,14,0,0,,,,,,,,,,,
2dot71mily/youtube_captions_corrections,https://github.com/2dot71mily/youtube_captions_corrections,FALSE,12/7/2020 5:58,[],7,1,1,1,1,Jupyter Notebook,129849,1,0,2,1,21,0,0,0,,,,,,,,,,,
RootKit-Org/AI-Aimbot,https://github.com/RootKit-Org/AI-Aimbot,FALSE,1/9/2022 3:29,"['machine-learning', 'aimbot', 'aimbotcsgo', 'video-game-ai', 'aimbot-valorant', 'aimbot-tarkov', 'ai-aimbot', 'ml-aimbot']",79,6,30,6,4,Python,29035,13,2,2,6,49,0,0,0,,,,,,,,,,,
metadriverse/ACO,https://github.com/metadriverse/ACO,FALSE,7/9/2022 14:55,"['policy-learning', 'pretraining', 'computer-vision']",30,5,1,0,2,Python,7447,1,0,1,0,11,0,0,9,,,,,,,,,,,
janzuiderveld/continuous-audio-representations,https://github.com/janzuiderveld/continuous-audio-representations,FALSE,7/5/2021 1:03,"['implicit', 'representation', 'siren', 'audio', 'synthesis', 'deep-learning']",18,2,1,0,1,Python,131,1,0,1,0,20,0,0,0,,,,,,,,,,,
Mattdl/ContinualEvaluation,https://github.com/Mattdl/ContinualEvaluation,FALSE,5/26/2022 13:53,"['avalanche', 'continual-learning', 'deep-learning', 'lifelong-learning', 'machine-learning', 'pytorch', 'continual-evaluation']",12,1,3,0,1,Python,507,1,1,1,0,5,0,0,0,,,,,,,,,,,
Alxead/SFC,https://github.com/Alxead/SFC,FALSE,7/18/2022 9:49,[],10,1,2,1,1,Python,5187,0,0,1,1,28,0,0,0,,,,,,,,,,,
robot-learning-freiburg/CEILing,https://github.com/robot-learning-freiburg/CEILing,FALSE,10/8/2021 11:06,[],8,5,1,0,2,Python,8691,1,0,1,0,4,0,0,0,,,,,,,,,,,
sayakpaul/SimCLR-in-TensorFlow-2,https://github.com/sayakpaul/SimCLR-in-TensorFlow-2,FALSE,4/20/2020 9:26,"['unsupervised-learning', 'constrastive-learning', 'self-supervised-learning', 'deep-learning', 'tensorflow', 'keras']",79,5,18,0,1,Jupyter Notebook,96315,0,0,3,0,33,0,0,0,,,,,,,,,,,
SaturdaysAI/Projects,https://github.com/SaturdaysAI/Projects,FALSE,5/25/2019 6:41,[],27,6,31,0,14,Jupyter Notebook,1767057,38,38,40,0,483,0,0,0,,,,,,,,,,,
boostcampaitech2/semantic-segmentation-level2-cv-02,https://github.com/boostcampaitech2/semantic-segmentation-level2-cv-02,FALSE,10/18/2021 1:30,[],5,5,5,0,6,Python,1196,14,0,9,0,144,0,0,0,,,,,,,,,,,
cyrusvahidi/vector-quantized-timbre,https://github.com/cyrusvahidi/vector-quantized-timbre,FALSE,10/14/2021 11:31,[],10,2,0,0,1,Jupyter Notebook,6536,0,0,1,0,33,0,0,0,,,,,,,,,,,
marlbenchmark/on-policy,https://github.com/marlbenchmark/on-policy,FALSE,2/23/2021 7:59,"['hanabi', 'mappo', 'smac', 'mpes', 'starcraftii', 'ppo', 'multi-agent', 'algorithms']",592,7,146,0,5,Python,166,4,0,1,0,91,0,0,0,,,,,,,,,,,
benihime91/SIIM-COVID19-DETECTION-KAGGLE,https://github.com/benihime91/SIIM-COVID19-DETECTION-KAGGLE,FALSE,8/16/2021 21:15,[],20,3,12,0,3,Jupyter Notebook,21869,0,0,1,0,74,0,0,0,,,,,,,,,,,
bgoonz/UsefulResourceRepo3.0,https://github.com/bgoonz/UsefulResourceRepo3.0,FALSE,10/8/2021 12:26,[],6,2,6,0,3,,5914791,129,129,131,0,693,82,0,76,,,,,,,,,,,
awesomericky/complex-env-navigation,https://github.com/awesomericky/complex-env-navigation,FALSE,4/18/2022 6:38,[],18,2,6,0,1,Python,44236,0,0,1,0,3,0,0,0,,,,,,,,,,,
arnavkj1995/VSG,https://github.com/arnavkj1995/VSG,FALSE,7/19/2022 15:56,"['deep-reinforcement-learning', 'model-based-reinforcement-learning', 'world-models', 'deep-learning', 'machine-learning', 'research', 'video-prediction']",12,2,1,0,1,Python,145,0,0,3,0,12,0,0,3,,,,,,,,,,,
kkaryl/AI6126-Advanced_Computer_Vision,https://github.com/kkaryl/AI6126-Advanced_Computer_Vision,FALSE,9/20/2020 3:25,"['computer-vision', 'face-attributes', 'sisr', 'image-super-resolution', 'celeba', 'div2k', 'msai']",6,2,2,0,1,Jupyter Notebook,58246,0,0,5,0,73,0,0,0,,,,,,,,,,,
jinmang2/huggingspace,https://github.com/jinmang2/huggingspace,FALSE,8/30/2021 14:54,[],9,2,0,0,1,Python,15,4,0,1,0,4,0,0,0,,,,,,,,,,,
AutoTemp/fairseq-to-huggingface,https://github.com/AutoTemp/fairseq-to-huggingface,FALSE,6/15/2021 7:12,[],7,1,0,0,1,Python,5801,0,0,1,0,5,0,0,0,,,,,,,,,,,
llyx97/Rosita,https://github.com/llyx97/Rosita,FALSE,12/14/2020 7:21,"['bert', 'knowledge-distillation', 'model-compression', 'pytorch']",11,1,2,0,1,Python,3573,0,0,1,0,141,0,0,0,,,,,,,,,,,
AkhilanB/Proper-Interpretability,https://github.com/AkhilanB/Proper-Interpretability,FALSE,6/25/2020 23:34,[],10,4,2,0,1,Python,100221,0,0,1,0,4,0,0,0,,,,,,,,,,,
diff7/tts-king,https://github.com/diff7/tts-king,FALSE,1/16/2021 14:27,[],6,3,2,0,2,Jupyter Notebook,243485,0,0,1,0,257,0,0,0,,,,,,,,,,,
07Agarg/HAF,https://github.com/07Agarg/HAF,FALSE,7/10/2022 9:03,"['eccv2022', 'deep-learning', 'hierarchy']",5,2,2,0,1,Python,31665,1,0,1,0,10,0,0,0,,,,,,,,,,,
IvLabs/Face-Unlock,https://github.com/IvLabs/Face-Unlock,FALSE,4/30/2021 16:14,"['face-recognition', 'deep-learning']",19,7,1,0,3,Jupyter Notebook,238889,0,0,1,0,66,0,0,0,,,,,,,,,,,
Hongyu-Yue/yoloV5_modify_smalltarget,https://github.com/Hongyu-Yue/yoloV5_modify_smalltarget,FALSE,8/21/2021 7:25,[],104,1,24,0,1,Jupyter Notebook,1040,3,0,2,0,3,0,0,0,,,,,,,,,,,
m-koichi/ConformerSED,https://github.com/m-koichi/ConformerSED,FALSE,2/21/2021 18:37,[],23,3,4,0,1,Python,366,0,0,1,0,25,0,0,0,,,,,,,,,,,
THU-BPM/CHEF,https://github.com/THU-BPM/CHEF,FALSE,6/6/2022 9:45,[],22,0,1,0,0,Python,10098,0,0,1,0,2,0,0,0,,,,,,,,,,,
sayakpaul/EvoNorms-in-TensorFlow-2,https://github.com/sayakpaul/EvoNorms-in-TensorFlow-2,FALSE,4/18/2020 6:49,"['deep-learning', 'tensorflow', 'keras', 'automl-products']",11,3,2,0,1,Jupyter Notebook,135,1,0,1,0,27,0,0,0,,,,,,,,,,,
catlab-team/latentclr,https://github.com/catlab-team/latentclr,FALSE,3/30/2021 14:49,['contrastive-learning'],49,12,2,0,4,Python,107215,0,0,2,0,19,0,0,11,,,,,,,,,,,
numanai/Visual-Question-Answering-for-Medical-domain,https://github.com/numanai/Visual-Question-Answering-for-Medical-domain,FALSE,5/5/2021 14:37,[],6,2,4,0,2,Jupyter Notebook,174223,0,0,1,0,30,0,0,0,,,,,,,,,,,
dirkneuhaeuser/contrastive-learning-of-object-representations,https://github.com/dirkneuhaeuser/contrastive-learning-of-object-representations,FALSE,8/11/2021 15:58,"['computational-vision', 'setcon', 'pytorch', 'object-detection', 'contrastive-learning', 'machine-learning']",5,1,1,0,1,Python,40670,0,0,1,0,11,0,0,0,,,,,,,,,,,
morningmoni/EDE,https://github.com/morningmoni/EDE,FALSE,4/18/2021 2:31,"['text-generation', 'lexical-constraints', 'constrained-decoding', 'abstractive-summarization', 'question-generation']",18,2,5,0,1,Python,857,0,0,1,0,9,0,0,0,,,,,,,,,,,
RajGhugare19/alm,https://github.com/RajGhugare19/alm,FALSE,4/10/2022 5:39,[],30,3,1,0,1,Python,14,0,0,1,0,1,0,0,0,,,,,,,,,,,
raminmh/liquid-s4,https://github.com/raminmh/liquid-s4,FALSE,5/11/2022 0:36,"['deep-learning', 'neural-networks', 'recurrent-neural-networks', 'sequence-modeling', 'state-space-models', 'time-series', 'liquid-neural-networks']",15,4,1,0,4,Python,2211,2,2,6,2,79,0,0,0,,,,,,,,,,,
machelreid/afromt,https://github.com/machelreid/afromt,FALSE,9/10/2021 7:45,"['nlp', 'machine-learning', 'low-resource-machine-translation']",7,3,1,0,2,Python,5034,0,0,1,0,11,0,0,0,,,,,,,,,,,
DIVA-DIA/Generating-Synthetic-Handwritten-Historical-Documents,https://github.com/DIVA-DIA/Generating-Synthetic-Handwritten-Historical-Documents,FALSE,5/5/2021 9:53,[],6,5,2,0,2,Python,70,3,0,1,0,4,0,0,0,,,,,,,,,,,
kongds/HBGL,https://github.com/kongds/HBGL,FALSE,5/31/2022 15:21,[],8,1,0,0,1,Python,246,0,0,1,0,2,0,0,0,,,,,,,,,,,
daniele-baieri/PyGMI,https://github.com/daniele-baieri/PyGMI,FALSE,5/23/2022 9:21,[],15,1,0,1,2,Python,149,0,0,2,1,30,0,0,0,,,,,,,,,,,
Zhekuson/TabnetResearch,https://github.com/Zhekuson/TabnetResearch,FALSE,5/31/2022 20:07,[],6,1,0,0,1,Python,4408,0,0,1,0,4,0,0,0,,,,,,,,,,,
mohenghui/yolov5_attention,https://github.com/mohenghui/yolov5_attention,FALSE,4/21/2022 14:17,[],81,2,15,0,1,Python,3981,3,0,1,0,9,0,0,0,,,,,,,,,,,
wandb/droughtwatch,https://github.com/wandb/droughtwatch,FALSE,6/12/2019 5:48,[],40,9,12,0,2,Jupyter Notebook,7698,3,2,3,0,32,0,0,0,,,,,,,,,,,
vturrisi/CO2A,https://github.com/vturrisi/CO2A,FALSE,10/7/2021 4:49,[],7,1,2,0,2,Python,14343,2,0,1,0,8,0,0,0,,,,,,,,,,,
rosinality/stylegan2-pytorch,https://github.com/rosinality/stylegan2-pytorch,FALSE,12/13/2019 0:19,['stylegan2'],2102,31,563,0,9,Python,125455,194,14,1,0,105,2,0,0,,,,,,,,,,,
UT-ADL/e2e-rally-estonia,https://github.com/UT-ADL/e2e-rally-estonia,FALSE,3/14/2022 13:02,[],9,4,1,0,2,Jupyter Notebook,233196,0,0,2,0,282,0,0,0,,,,,,,,,,,
facebookresearch/habitat-lab,https://github.com/facebookresearch/habitat-lab,FALSE,2/4/2019 23:12,"['ai', 'computer-vision', 'robotics', 'simulator', 'sim2real', 'deep-learning', 'deep-reinforcement-learning', 'reinforcement-learning', 'research', 'python']",915,34,325,12,52,Python,43072,131,36,66,18,492,19,0,0,,,,,,,,,,,
songlab-cal/factored-attention,https://github.com/songlab-cal/factored-attention,FALSE,11/4/2020 0:58,"['attention', 'potts', 'protein']",50,7,8,0,2,Jupyter Notebook,28759,0,0,7,0,81,0,0,0,,,,,,,,,,,
kimbring2/DeepSoccer,https://github.com/kimbring2/DeepSoccer,FALSE,10/25/2019 12:59,[],26,3,13,0,1,Jupyter Notebook,153392,0,0,1,0,640,0,0,0,,,,,,,,,,,
wearepal/nifr,https://github.com/wearepal/nifr,FALSE,2/26/2019 16:52,"['invertible-neural-networks', 'fairness', 'domain-adaptation', 'pytorch', 'eccv-2020']",8,2,0,0,4,Jupyter Notebook,24226,8,7,47,0,1268,0,0,0,,,,,,,,,,,
JoshRackers/equivariant_electron_density,https://github.com/JoshRackers/equivariant_electron_density,FALSE,12/2/2021 18:18,[],13,2,3,0,3,Python,24706,0,0,1,0,22,0,0,0,,,,,,,,,,,
